Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method,Shipping_Mode
ORD00030,2024-05-04,CUST7293,Customer 1716,Bengaluru,Karnataka,South,Home & Kitchen,Cookware,3,3936,5,11217.6,2082.67,Debit Card,Standard
ORD00031,2024-07-14,CUST5869,Customer 877,Delhi,Delhi,West,Electronics,Smart Watch,4,3251,15,11053.4,2273.93,Cash,Express
ORD00032,2024-06-06,CUST5752,Customer 120,Ahmedabad,Gujarat,East,Clothing,Jacket,4,4564,5,17343.2,3105.74,Debit Card,Express
ORD00033,2024-05-08,CUST2081,Customer 4730,Bengaluru,Karnataka,North,Furniture,Chair,5,3038,0,15190.0,3374.08,Credit Card,Express
ORD00034,2024-03-09,CUST8004,Customer 2295,Delhi,Delhi,East,Electronics,Smart Watch,5,3543,20,14172.0,3322.97,Cash,Express
ORD00035,2024-04-03,CUST7617,Customer 2480,Pune,Maharashtra,North,Clothing,T-Shirt,1,3556,15,3022.6,185.89,Cash,Standard
ORD00036,2024-09-06,CUST3489,Customer 1632,Bengaluru,Karnataka,North,Sports,Tennis Racket,2,3049,15,5183.3,744.6,Net Banking,Standard
ORD00037,2024-12-05,CUST2687,Customer 1932,Ahmedabad,Gujarat,South,Home & Kitchen,Microwave,2,4792,15,8146.4,1600.31,Debit Card,Standard
ORD00038,2024-01-12,CUST6726,Customer 3374,Chennai,Tamil Nadu,South,Electronics,Laptop,3,4113,10,11105.1,1098.83,Net Banking,Same Day
ORD00039,2024-03-30,CUST1417,Customer 115,Kolkata,West Bengal,North,Furniture,Sofa,1,4385,20,3508.0,916.36,Cash,Express
ORD00040,2024-09-05,CUST9867,Customer 3466,Delhi,Delhi,North,Sports,Cricket Bat,3,612,15,1560.6,241.09,UPI,Same Day
ORD00041,2024-07-01,CUST6644,Customer 2327,Ahmedabad,Gujarat,North,Electronics,Headphones,4,2343,20,7497.6,822.11,Debit Card,Standard
ORD00042,2024-06-25,CUST1395,Customer 4172,Pune,Maharashtra,North,Electronics,Laptop,4,928,20,2969.6,813.32,Cash,Express
ORD00043,2024-02-22,CUST2167,Customer 2617,Bengaluru,Karnataka,East,Home & Kitchen,Vacuum Cleaner,5,3340,10,15030.0,3015.17,Net Banking,Standard
ORD00044,2024-08-22,CUST9010,Customer 4847,Kolkata,West Bengal,West,Furniture,Table,2,1356,10,2440.8,663.72,UPI,Express
ORD00045,2024-10-09,CUST3681,Customer 1218,Hyderabad,Telangana,North,Furniture,Wardrobe,5,3501,20,14004.0,1479.44,Net Banking,Standard
ORD00046,2024-11-22,CUST5312,Customer 1325,Ahmedabad,Gujarat,West,Clothing,Shoes,5,2056,15,8738.0,953.94,Cash,Express
ORD00047,2024-01-19,CUST5268,Customer 4749,Chennai,Tamil Nadu,South,Home & Kitchen,Vacuum Cleaner,5,3123,10,14053.5,1576.54,Cash,Express
ORD00048,2024-12-13,CUST1504,Customer 1215,Mumbai,Maharashtra,West,Furniture,Wardrobe,5,1094,0,5470.0,1291.21,UPI,Standard
ORD00049,2024-11-12,CUST5910,Customer 4176,Delhi,Delhi,South,Electronics,Smartphone,2,3827,20,6123.2,1790.85,Net Banking,Same Day
ORD00050,2024-10-31,CUST6645,Customer 3487,Mumbai,Maharashtra,North,Home & Kitchen,Mixer,3,3712,5,10579.2,968.57,Net Banking,Express
ORD00051,2024-01-08,CUST7819,Customer 4186,Kolkata,West Bengal,West,Clothing,Shoes,1,1553,15,1320.05,101.23,Credit Card,Express
ORD00052,2024-05-24,CUST6320,Customer 2509,Delhi,Delhi,West,Home & Kitchen,Microwave,1,3975,10,3577.5,803.29,Net Banking,Standard
ORD00053,2024-01-10,CUST3871,Customer 798,Pune,Maharashtra,South,Clothing,T-Shirt,2,455,20,728.0,148.04,Debit Card,Standard
ORD00054,2024-08-26,CUST8449,Customer 4159,Ahmedabad,Gujarat,North,Sports,Tennis Racket,1,4669,0,4669.0,794.16,Debit Card,Same Day
ORD00055,2024-11-06,CUST3000,Customer 2757,Hyderabad,Telangana,East,Electronics,Laptop,2,2352,10,4233.6,353.35,Net Banking,Express
ORD00056,2024-03-23,CUST8245,Customer 2049,Kolkata,West Bengal,East,Clothing,T-Shirt,5,3836,20,15344.0,3671.36,Net Banking,Standard
ORD00057,2024-03-12,CUST1249,Customer 674,Hyderabad,Telangana,South,Home & Kitchen,Cookware,1,4783,5,4543.85,634.05,Debit Card,Same Day
ORD00058,2024-04-21,CUST3814,Customer 3375,Hyderabad,Telangana,East,Furniture,Wardrobe,4,588,10,2116.8,319.36,Net Banking,Standard
ORD00059,2024-11-30,CUST8002,Customer 2483,Chennai,Tamil Nadu,East,Furniture,Sofa,4,1529,5,5810.2,1215.27,Credit Card,Standard
ORD00060,2024-05-12,CUST5892,Customer 138,Kolkata,West Bengal,West,Electronics,Smart Watch,4,4837,5,18380.6,4881.72,UPI,Express
ORD00061,2024-05-05,CUST4818,Customer 4139,Mumbai,Maharashtra,West,Electronics,Smart Watch,5,2793,20,11172.0,1528.93,Debit Card,Same Day
ORD00062,2024-07-02,CUST9472,Customer 3267,Kolkata,West Bengal,West,Electronics,Headphones,3,3645,15,9294.75,887.37,Debit Card,Same Day
ORD00063,2024-04-01,CUST5777,Customer 3901,Bengaluru,Karnataka,South,Sports,Yoga Mat,5,3322,10,14949.0,3818.69,Net Banking,Express
ORD00064,2024-08-05,CUST8240,Customer 2297,Hyderabad,Telangana,East,Electronics,Laptop,4,2593,5,9853.4,809.82,UPI,Express
ORD00065,2024-01-08,CUST2276,Customer 2767,Ahmedabad,Gujarat,East,Clothing,Jacket,5,4632,5,22002.0,5876.19,Credit Card,Same Day
ORD00066,2024-09-30,CUST8673,Customer 1907,Bengaluru,Karnataka,East,Furniture,Chair,3,1846,10,4984.2,912.25,UPI,Same Day
ORD00067,2024-01-25,CUST7288,Customer 3597,Bengaluru,Karnataka,West,Sports,Yoga Mat,1,1496,5,1421.2,261.26,UPI,Express
ORD00068,2024-02-03,CUST8943,Customer 4008,Delhi,Delhi,North,Clothing,T-Shirt,2,2358,15,4008.6,738.69,Cash,Same Day
ORD00069,2024-12-30,CUST4812,Customer 3449,Delhi,Delhi,North,Furniture,Chair,4,1961,10,7059.6,981.46,Net Banking,Express
ORD00070,2024-12-15,CUST4735,Customer 2871,Pune,Maharashtra,North,Sports,Cricket Bat,4,3621,10,13035.6,938.2,Debit Card,Same Day
ORD00071,2024-11-30,CUST9837,Customer 118,Ahmedabad,Gujarat,North,Sports,Yoga Mat,2,667,15,1133.9,316.75,Debit Card,Express
ORD00072,2024-08-12,CUST5208,Customer 4655,Kolkata,West Bengal,North,Electronics,Smartphone,3,1341,15,3419.55,534.68,Credit Card,Express
ORD00073,2024-06-26,CUST1009,Customer 261,Chennai,Tamil Nadu,East,Sports,Cricket Bat,4,2226,10,8013.6,504.5,Credit Card,Express
ORD00074,2024-09-21,CUST2994,Customer 2959,Bengaluru,Karnataka,West,Sports,Yoga Mat,4,520,20,1664.0,84.33,Debit Card,Express
ORD00075,2024-05-16,CUST3635,Customer 1571,Pune,Maharashtra,North,Electronics,Laptop,4,435,5,1653.0,134.02,Cash,Standard
ORD00076,2024-12-04,CUST8546,Customer 78,Delhi,Delhi,South,Clothing,T-Shirt,4,1514,20,4844.8,468.01,Cash,Standard
ORD00077,2024-12-18,CUST6142,Customer 4671,Hyderabad,Telangana,East,Sports,Cricket Bat,2,2543,10,4577.4,943.06,UPI,Standard
ORD00078,2024-02-08,CUST2970,Customer 198,Kolkata,West Bengal,South,Electronics,Laptop,2,2197,20,3515.2,972.37,Debit Card,Same Day
ORD00079,2024-02-07,CUST2120,Customer 3069,Bengaluru,Karnataka,North,Clothing,Shoes,4,2235,10,8046.0,1988.56,Debit Card,Same Day
ORD00080,2024-04-27,CUST7028,Customer 4911,Mumbai,Maharashtra,West,Electronics,Smartphone,2,4812,10,8661.6,2067.17,Net Banking,Same Day
ORD00081,2024-04-04,CUST3674,Customer 1956,Delhi,Delhi,West,Sports,Yoga Mat,5,2571,15,10926.75,2654.88,Credit Card,Same Day
ORD00082,2024-05-13,CUST7166,Customer 815,Mumbai,Maharashtra,South,Clothing,T-Shirt,3,3525,5,10046.25,1362.58,Debit Card,Express
ORD00083,2024-11-11,CUST4531,Customer 4452,Pune,Maharashtra,West,Sports,Yoga Mat,2,1184,0,2368.0,129.12,Cash,Standard
ORD00084,2024-02-20,CUST8196,Customer 3534,Kolkata,West Bengal,West,Sports,Yoga Mat,2,3256,15,5535.2,794.9,UPI,Express
ORD00085,2024-06-30,CUST4030,Customer 2873,Hyderabad,Telangana,North,Clothing,Jacket,5,3676,5,17461.0,4535.05,Debit Card,Same Day
ORD00086,2024-06-02,CUST8970,Customer 575,Hyderabad,Telangana,West,Sports,Tennis Racket,5,401,15,1704.25,420.86,UPI,Express
ORD00087,2024-05-07,CUST5971,Customer 4859,Bengaluru,Karnataka,East,Clothing,Jeans,2,674,5,1280.6,358.07,UPI,Same Day
ORD00088,2024-06-04,CUST6588,Customer 3121,Delhi,Delhi,East,Home & Kitchen,Cookware,1,4580,10,4122.0,857.65,UPI,Standard
ORD00089,2024-08-11,CUST3482,Customer 952,Pune,Maharashtra,East,Electronics,Smart Watch,4,1924,0,7696.0,961.22,Net Banking,Standard
ORD00090,2024-06-23,CUST7645,Customer 2162,Pune,Maharashtra,South,Sports,Football,3,2265,0,6795.0,1657.18,Debit Card,Same Day
ORD00091,2024-06-10,CUST4451,Customer 4065,Ahmedabad,Gujarat,East,Home & Kitchen,Mixer,5,4350,10,19575.0,2805.63,Cash,Express
ORD00092,2024-09-11,CUST9519,Customer 3311,Hyderabad,Telangana,North,Sports,Yoga Mat,1,3006,10,2705.4,291.56,Debit Card,Same Day
ORD00093,2024-06-13,CUST7612,Customer 823,Kolkata,West Bengal,West,Electronics,Smart Watch,2,2343,10,4217.4,1225.84,Credit Card,Same Day
ORD00094,2024-10-11,CUST5177,Customer 514,Hyderabad,Telangana,North,Furniture,Sofa,5,4442,20,17768.0,4781.56,Net Banking,Same Day
ORD00095,2024-10-19,CUST2279,Customer 3578,Bengaluru,Karnataka,South,Furniture,Sofa,3,4766,15,12153.3,3131.46,Cash,Standard
ORD00096,2024-07-27,CUST3573,Customer 4617,Ahmedabad,Gujarat,West,Furniture,Table,3,4423,0,13269.0,2271.58,Credit Card,Standard
ORD00097,2024-01-29,CUST9996,Customer 75,Hyderabad,Telangana,South,Electronics,Headphones,3,2741,15,6989.55,580.62,Credit Card,Standard
ORD00098,2024-01-27,CUST8992,Customer 646,Hyderabad,Telangana,East,Furniture,Wardrobe,2,4883,20,7812.8,412.12,Credit Card,Standard
ORD00099,2024-07-08,CUST3681,Customer 3630,Kolkata,West Bengal,West,Electronics,Laptop,2,1908,0,3816.0,590.31,Credit Card,Express
ORD00100,2024-05-28,CUST4850,Customer 2059,Chennai,Tamil Nadu,West,Clothing,T-Shirt,5,3563,10,16033.5,1785.13,Cash,Standard
ORD00101,2024-05-31,CUST5853,Customer 4502,Ahmedabad,Gujarat,North,Clothing,Jacket,3,1533,5,4369.05,651.7,UPI,Express
ORD00102,2024-12-30,CUST7122,Customer 482,Mumbai,Maharashtra,North,Home & Kitchen,Vacuum Cleaner,3,1962,15,5003.1,314.48,Credit Card,Express
ORD00103,2024-02-11,CUST8970,Customer 4227,Hyderabad,Telangana,South,Sports,Football,1,1440,20,1152.0,255.86,Net Banking,Same Day
ORD00104,2024-01-17,CUST1329,Customer 3641,Chennai,Tamil Nadu,East,Furniture,Wardrobe,5,3315,10,14917.5,4166.88,UPI,Same Day
ORD00105,2024-07-16,CUST6319,Customer 3727,Ahmedabad,Gujarat,East,Home & Kitchen,Cookware,3,4262,20,10228.8,2452.45,Credit Card,Standard
ORD00106,2024-09-06,CUST1390,Customer 3854,Kolkata,West Bengal,East,Sports,Cricket Bat,2,600,5,1140.0,218.86,Net Banking,Same Day
ORD00107,2024-04-12,CUST6392,Customer 1183,Ahmedabad,Gujarat,West,Electronics,Headphones,2,1026,20,1641.6,276.7,Debit Card,Standard
ORD00108,2024-12-29,CUST9230,Customer 3960,Delhi,Delhi,North,Furniture,Sofa,3,3183,5,9071.55,2097.27,Cash,Standard
ORD00109,2024-11-06,CUST9930,Customer 3242,Bengaluru,Karnataka,South,Electronics,Laptop,1,4311,20,3448.8,703.44,Debit Card,Same Day
ORD00110,2024-11-13,CUST9436,Customer 4844,Bengaluru,Karnataka,North,Sports,Football,3,1013,15,2583.15,163.18,Cash,Same Day
ORD00111,2024-06-25,CUST3050,Customer 3501,Pune,Maharashtra,South,Electronics,Smartphone,1,3630,15,3085.5,723.23,Credit Card,Express
ORD00112,2024-05-19,CUST2828,Customer 2109,Ahmedabad,Gujarat,North,Sports,Football,1,2832,0,2832.0,418.87,Debit Card,Express
ORD00113,2024-11-25,CUST8274,Customer 4322,Delhi,Delhi,North,Clothing,Jeans,2,1084,10,1951.2,347.65,Credit Card,Standard
ORD00114,2024-01-20,CUST2913,Customer 1597,Chennai,Tamil Nadu,East,Electronics,Smartphone,5,1996,0,9980.0,1792.06,Credit Card,Same Day
ORD00115,2024-04-29,CUST1892,Customer 2031,Pune,Maharashtra,North,Furniture,Table,1,202,10,181.8,19.29,UPI,Express
ORD00116,2024-07-13,CUST6016,Customer 1356,Chennai,Tamil Nadu,South,Sports,Cricket Bat,1,2882,15,2449.7,414.41,UPI,Same Day
ORD00117,2024-11-23,CUST6370,Customer 3973,Chennai,Tamil Nadu,West,Electronics,Laptop,3,1183,15,3016.65,431.9,Credit Card,Express
ORD00118,2024-04-23,CUST1317,Customer 2397,Ahmedabad,Gujarat,East,Sports,Yoga Mat,5,995,20,3980.0,1185.52,Credit Card,Same Day
ORD00119,2024-04-01,CUST2704,Customer 363,Chennai,Tamil Nadu,North,Furniture,Wardrobe,5,1512,10,6804.0,1816.94,UPI,Standard
ORD00120,2024-08-22,CUST1556,Customer 826,Kolkata,West Bengal,North,Furniture,Wardrobe,3,2669,15,6805.95,610.16,Debit Card,Same Day
ORD00121,2024-07-24,CUST9780,Customer 2013,Ahmedabad,Gujarat,West,Furniture,Table,3,3708,5,10567.8,2689.42,Credit Card,Standard
ORD00122,2024-12-09,CUST2007,Customer 2515,Hyderabad,Telangana,South,Clothing,T-Shirt,1,4655,5,4422.25,922.05,Credit Card,Standard
ORD00123,2024-07-14,CUST8059,Customer 1888,Mumbai,Maharashtra,West,Furniture,Sofa,4,2582,20,8262.4,624.86,Credit Card,Same Day
ORD00124,2024-04-29,CUST7353,Customer 2354,Pune,Maharashtra,South,Electronics,Smart Watch,1,1085,0,1085.0,69.96,Net Banking,Same Day
ORD00125,2024-03-19,CUST4356,Customer 516,Delhi,Delhi,North,Clothing,Shoes,4,228,10,820.8,209.61,Debit Card,Standard
ORD00126,2024-05-09,CUST4155,Customer 3094,Kolkata,West Bengal,East,Electronics,Headphones,5,2404,10,10818.0,1137.97,Debit Card,Same Day
ORD00127,2024-12-22,CUST5179,Customer 1683,Mumbai,Maharashtra,North,Electronics,Smartphone,4,1188,20,3801.6,1054.49,Net Banking,Same Day
ORD00128,2024-11-15,CUST4056,Customer 793,Bengaluru,Karnataka,West,Clothing,T-Shirt,4,1133,5,4305.4,444.65,Cash,Express
ORD00129,2024-01-08,CUST9782,Customer 1051,Chennai,Tamil Nadu,South,Home & Kitchen,Microwave,4,1184,0,4736.0,344.74,Credit Card,Same Day
ORD00130,2024-02-15,CUST1526,Customer 3225,Ahmedabad,Gujarat,South,Clothing,T-Shirt,4,892,15,3032.8,885.21,UPI,Express
ORD00131,2024-04-26,CUST3433,Customer 584,Mumbai,Maharashtra,East,Home & Kitchen,Microwave,1,1216,15,1033.6,68.27,Net Banking,Standard
ORD00132,2024-10-15,CUST3043,Customer 4198,Pune,Maharashtra,North,Sports,Cricket Bat,2,1589,10,2860.2,639.96,Debit Card,Express
ORD00133,2024-07-20,CUST7047,Customer 4338,Hyderabad,Telangana,West,Clothing,Shoes,1,3136,15,2665.6,601.4,UPI,Express
ORD00134,2024-06-02,CUST1917,Customer 3175,Hyderabad,Telangana,South,Electronics,Laptop,5,2149,0,10745.0,2752.1,Credit Card,Express
ORD00135,2024-11-12,CUST7082,Customer 635,Kolkata,West Bengal,South,Furniture,Table,2,305,15,518.5,39.48,UPI,Express
ORD00136,2024-03-24,CUST9442,Customer 2431,Kolkata,West Bengal,East,Electronics,Headphones,1,915,5,869.25,179.35,Debit Card,Express
ORD00137,2024-01-12,CUST2560,Customer 1267,Bengaluru,Karnataka,South,Furniture,Table,3,4309,10,11634.3,2689.93,Debit Card,Same Day
ORD00138,2024-11-02,CUST8979,Customer 3666,Ahmedabad,Gujarat,South,Home & Kitchen,Mixer,5,3902,20,15608.0,3350.68,Credit Card,Same Day
ORD00139,2024-08-30,CUST7236,Customer 353,Ahmedabad,Gujarat,East,Sports,Yoga Mat,1,1282,10,1153.8,81.21,Cash,Standard
ORD00140,2024-08-07,CUST4453,Customer 956,Bengaluru,Karnataka,West,Sports,Tennis Racket,5,2271,15,9651.75,1999.76,Credit Card,Standard
ORD00141,2024-08-15,CUST2394,Customer 4282,Hyderabad,Telangana,South,Clothing,Shoes,4,1473,20,4713.6,701.76,Net Banking,Same Day
ORD00142,2024-01-08,CUST7895,Customer 4574,Ahmedabad,Gujarat,East,Sports,Cricket Bat,5,3158,0,15790.0,1308.86,Credit Card,Express
ORD00143,2024-11-11,CUST2646,Customer 14,Delhi,Delhi,West,Furniture,Sofa,5,4205,20,16820.0,2679.28,UPI,Express
ORD00144,2024-09-17,CUST6543,Customer 4556,Hyderabad,Telangana,West,Electronics,Headphones,1,227,5,215.65,57.04,Cash,Standard
ORD00145,2024-10-02,CUST6895,Customer 2361,Chennai,Tamil Nadu,West,Clothing,Jeans,2,3091,0,6182.0,975.04,Cash,Standard
ORD00146,2024-02-13,CUST3203,Customer 1391,Kolkata,West Bengal,East,Clothing,T-Shirt,5,2412,0,12060.0,3148.17,Cash,Same Day
ORD00147,2024-10-11,CUST7262,Customer 1059,Bengaluru,Karnataka,South,Sports,Yoga Mat,2,1168,20,1868.8,531.02,Net Banking,Standard
ORD00148,2024-06-29,CUST3289,Customer 1240,Hyderabad,Telangana,East,Clothing,T-Shirt,1,1429,15,1214.65,105.78,Debit Card,Express
ORD00149,2024-10-20,CUST7294,Customer 4404,Bengaluru,Karnataka,West,Furniture,Chair,5,1408,10,6336.0,1091.13,Credit Card,Express
ORD00150,2024-06-05,CUST8519,Customer 4613,Ahmedabad,Gujarat,East,Home & Kitchen,Vacuum Cleaner,2,1564,0,3128.0,727.91,Credit Card,Standard
ORD00151,2024-10-29,CUST1986,Customer 1864,Bengaluru,Karnataka,North,Furniture,Sofa,2,4249,0,8498.0,2190.1,Cash,Standard
ORD00152,2024-08-07,CUST5033,Customer 704,Kolkata,West Bengal,South,Electronics,Headphones,5,1527,20,6108.0,1186.76,UPI,Standard
ORD00153,2024-11-19,CUST4173,Customer 4590,Ahmedabad,Gujarat,West,Electronics,Laptop,5,2832,20,11328.0,2172.19,Debit Card,Express
ORD00154,2024-12-09,CUST9189,Customer 822,Delhi,Delhi,East,Furniture,Table,1,1050,20,840.0,213.75,UPI,Standard
ORD00155,2024-10-31,CUST9927,Customer 3569,Bengaluru,Karnataka,East,Electronics,Smart Watch,5,4186,15,17790.5,3329.05,Cash,Express
ORD00156,2024-10-08,CUST7471,Customer 2864,Chennai,Tamil Nadu,South,Furniture,Sofa,2,1161,0,2322.0,336.57,Cash,Standard
ORD00157,2024-08-15,CUST9234,Customer 944,Hyderabad,Telangana,East,Sports,Cricket Bat,4,4599,20,14716.8,1641.18,Credit Card,Same Day
ORD00158,2024-10-07,CUST9906,Customer 4147,Delhi,Delhi,East,Clothing,T-Shirt,3,1214,20,2913.6,799.81,Cash,Standard
ORD00159,2024-01-27,CUST7894,Customer 106,Chennai,Tamil Nadu,West,Sports,Cricket Bat,2,1163,20,1860.8,225.56,Credit Card,Express
ORD00160,2024-04-17,CUST8052,Customer 3655,Mumbai,Maharashtra,East,Electronics,Laptop,2,3616,10,6508.8,525.95,UPI,Express
ORD00161,2024-06-21,CUST7284,Customer 1301,Ahmedabad,Gujarat,South,Sports,Cricket Bat,4,1675,0,6700.0,960.63,Cash,Standard
ORD00162,2024-03-12,CUST7295,Customer 4816,Kolkata,West Bengal,North,Furniture,Chair,2,2625,0,5250.0,1364.82,Credit Card,Same Day
ORD00163,2024-12-10,CUST1145,Customer 3041,Bengaluru,Karnataka,East,Sports,Yoga Mat,3,3883,15,9901.65,2157.14,Credit Card,Standard
ORD00164,2024-10-19,CUST1987,Customer 1547,Mumbai,Maharashtra,South,Electronics,Headphones,2,4968,20,7948.8,587.64,UPI,Express
ORD00165,2024-05-25,CUST7780,Customer 4009,Hyderabad,Telangana,North,Sports,Football,1,969,10,872.1,173.78,Debit Card,Same Day
ORD00166,2024-04-18,CUST6101,Customer 4132,Chennai,Tamil Nadu,West,Home & Kitchen,Cookware,4,1441,5,5475.8,1513.41,Net Banking,Standard
ORD00167,2024-09-25,CUST7704,Customer 3714,Hyderabad,Telangana,West,Home & Kitchen,Vacuum Cleaner,1,2114,0,2114.0,431.87,Net Banking,Same Day
ORD00168,2024-09-15,CUST9533,Customer 2775,Pune,Maharashtra,West,Sports,Yoga Mat,2,266,15,452.2,59.28,Credit Card,Express
ORD00169,2024-11-28,CUST4374,Customer 1017,Bengaluru,Karnataka,East,Electronics,Headphones,4,861,15,2927.4,211.33,Credit Card,Express
ORD00170,2024-01-03,CUST2679,Customer 237,Ahmedabad,Gujarat,East,Electronics,Headphones,4,4952,15,16836.8,4972.06,Cash,Same Day
ORD00171,2024-03-24,CUST5037,Customer 4552,Ahmedabad,Gujarat,East,Sports,Yoga Mat,4,2568,0,10272.0,2238.16,UPI,Standard
ORD00172,2024-04-23,CUST3408,Customer 341,Mumbai,Maharashtra,South,Home & Kitchen,Cookware,2,2756,15,4685.2,589.31,Debit Card,Standard
ORD00173,2024-11-06,CUST9453,Customer 1443,Chennai,Tamil Nadu,South,Electronics,Laptop,3,1925,5,5486.25,1098.07,Debit Card,Same Day
ORD00174,2024-03-22,CUST6548,Customer 1827,Mumbai,Maharashtra,South,Home & Kitchen,Mixer,2,4307,0,8614.0,681.3,Credit Card,Express
ORD00175,2024-12-12,CUST5225,Customer 2979,Kolkata,West Bengal,South,Clothing,Shoes,4,272,20,870.4,48.5,Cash,Express
ORD00176,2024-11-05,CUST9429,Customer 2947,Bengaluru,Karnataka,East,Furniture,Chair,1,4459,0,4459.0,898.77,UPI,Express
ORD00177,2024-03-19,CUST8340,Customer 4224,Delhi,Delhi,West,Electronics,Laptop,2,3164,5,6011.6,1061.21,Cash,Standard
ORD00178,2024-05-09,CUST6179,Customer 2711,Delhi,Delhi,East,Home & Kitchen,Cookware,4,2694,20,8620.8,469.16,Debit Card,Standard
ORD00179,2024-02-25,CUST9648,Customer 2131,Bengaluru,Karnataka,North,Clothing,Jeans,1,4937,10,4443.3,1060.01,Debit Card,Standard
